Facility Name,address,city,state,zip,pass fail,score
MORGAN HILL BOWL,650 TENNANT STATION ,MORGAN,HILL,CA,Pass*,97*
BETSY'S RESTAURANT & LOUNGE,650 TENNANT STATION ,MORGAN,HILL,CA,Pass*,97*
IN-N-OUT BURGER,895 COCHRANE RD,MORGAN,HILL,CA,Pass,86
DENNY'S #8544,875 COCHRANE RD,MORGAN,HILL,CA,Pass,89
SUSHI NARA,301 VINEYARD TOWN CTR ,MORGAN,HILL,CA,Pass,75
O'HENRY'S DONUT SHOP,500 VINEYARD TOWN CTR ,MORGAN,HILL,CA,Conditional Pass*,62*
MCDONALD'S #7399,201 VINEYARD TOWN CTR ,MORGAN,HILL,CA,Pass,79
BASKIN ROBBINS/TOGO'S,315 VINEYARD TOWN CENTER ,MORGAN,HILL,CA,Pass,84
MITRA'S BAKERY,435 VINEYARD TOWN CTR ,MORGAN,HILL,CA,Pass,75
EXECUTIVE INN,16505 CONDIT RD,MORGAN,HILL,CA,Pass*,82*
PERFECT BAKE-BAKERY #2,451 VINEYARD TOWN CTR ,MORGAN,HILL,CA,Pass*,83*
AFC SUSHI @ NOB HILL 603,451 VINEYARD TOWN CENTER ,MORGAN,HILL,CA,Pass*,98*
BOX SEAT SPORTS GRILL,15650 VINEYARD BL,MORGAN,HILL,CA,Pass*,97*
JACK IN THE BOX #3479,15855 MONTEREY RD,MORGAN,HILL,CA,Pass,92
MI CASA MEXICAN DELI,520 TENNANT AV,MORGAN,HILL,CA,Pass*,87*
MARGARITA'S BAR & GRILL,411 VINEYARD TOWN CENTER ,MORGAN,HILL,CA,Conditional Pass*,57*
LIVE OAK HIGH SCHOOL,1505 E MAIN AV,MORGAN,HILL,CA,Pass*,98*
PARADISE VALLEY SCHOOL,1400 LA CROSSE DR,MORGAN,HILL,CA,Pass,100
DICKEY'S BARBECUE PIT,1031 COCHRANE RD,MORGAN,HILL,CA,Pass,91
CHILI'S,1039 COCHRANE RD,MORGAN,HILL,CA,Pass*,90*
ONO HAWAIIAN BBQ,1041 COCHRANE RD,MORGAN,HILL,CA,Pass,86
RED ROBIN GOURMET BURGERS,1045 COCHRANE RD,MORGAN,HILL,CA,Pass*,87*
TARGET STORE #T2252 - SNACK BAR,1061 COCHRANE RD,MORGAN,HILL,CA,Pass,98
JOSEPHINE BAKERY CAFE,19500 MONTEREY ST,MORGAN,HILL,CA,Pass*,82*
ANN SOBRATO HIGH SCHOOL -KITCHEN,401 BURNETT AV,MORGAN,HILL,CA,Pass*,87*
CENTRAL CONTINUATION HIGH SCHOOL,85 TILTON AV,MORGAN,HILL,CA,Pass*,100*
OAKWOOD COUNTRY SCHOOL,105 JOHN WILSON WY,MORGAN,HILL,CA,Pass,98
MARY'S COMIDA MEXICANA,10980 MONTEREY RD,MORGAN,HILL,CA,Pass,65
JACKSON ELEMENTARY SCHOOL,2700 FOUNTAIN OAKS DR,MORGAN,HILL,CA,Pass,95
NOAH'S BAR & BISTRO,17500 MONTEREY RD,MORGAN,HILL,CA,Pass*,82*
FRIENDS OF THE MH SENIOR CENTER @ MH COMMUNITY AND CULTURAL CENTER,17000 MONTEREY RD,MORGAN,HILL,CA,Pass,86
COYOTE CREEK GOLF COURSE,1 COYOTE CREEK GOLF DR,MORGAN,HILL,CA,Pass*,64*
CHARTER SCHOOL OF MORGAN HILL,9530 MONTEREY RD,MORGAN,HILL,CA,Pass,88
A JAY'S CHEESESTEAK,17400 MONTEREY RD,MORGAN,HILL,CA,Pass,90
BEACH HUT DELI,810 TENNANT STATION ,MORGAN,HILL,CA,Pass,96
TRAIL DUST BBQ,17240 MONTEREY RD,MORGAN,HILL,CA,Pass,86
PANDA EXPRESS,250 COCHRANE PLZ,MORGAN,HILL,CA,Pass,88
MOUNTAIN VIEW HIGH SCHOOL,3535 TRUMAN AV,MOUNTAIN,VIEW,CA,Pass,95
SAJJ RESTAURANT,2580 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,98*
GOOGLE CAFE GO! BLDG 43,1600 AMPHITHEATRE PY,MOUNTAIN,VIEW,CA,Pass*,100*
Yoshka's Cafe @ Google,1600 AMPHITHEATRE PY,MOUNTAIN,VIEW,CA,Pass*,85*
ALTA VISTA HIGH SCHOOL,1325 BRYANT AV,MOUNTAIN,VIEW,CA,Pass,100
I-SAN HOUSE,903 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,81
SATSUMA RESTAURANT,705 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,90*
BASKIN ROBBINS #2015,703 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,88
SWEET TOMATOES,1040 GRANT RD,MOUNTAIN,VIEW,CA,Pass,88
CHAAT PARADISE,165 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,100*
THE BISTRO @ EL CAMINO HOSPITAL,2500 GRANT RD,MOUNTAIN,VIEW,CA,Pass*,95*
LHCF - MOUNTAIN VIEW HEALTHCARE CENTER,2530 SOLACE PL,MOUNTAIN,VIEW,CA,Pass,98
BURGER KING #4913,177 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,93
STARBUCKS,175 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,97*
FRANK L HUFF ELEMENTARY SCHOOL,253 MARTENS AV,MOUNTAIN,VIEW,CA,Pass,100
NIJIYA MARKET DELI,143 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,98*
THE SANDWICH SPOT,123 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,89
99 RANCH MARKET - BAKERY,1350 GRANT RD,MOUNTAIN,VIEW,CA,Pass*,90*
ERIK'S DELI CAFE,1350 GRANT RD,MOUNTAIN,VIEW,CA,Pass,87
SUSHI 85,1350 GRANT RD,MOUNTAIN,VIEW,CA,Pass*,87*
AFC SUSHI @ NOB HILL 634,1250 GRANT RD,MOUNTAIN,VIEW,CA,Pass,94
LUCKY CHINESE BISTRO,1040 GRANT RD,MOUNTAIN,VIEW,CA,Pass*,83*
NEW YORK PIZZA,1040 GRANT RD,MOUNTAIN,VIEW,CA,Pass*,92*
SILICON VALLEY VALERO,59 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,97*
TAQUERIA MARGARITAS,80 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,94*
ST FRANCIS HIGH SCHOOL LANCER CAFE,1885 MIRAMONTE AV,MOUNTAIN,VIEW,CA,Pass,90
HOTEL STRATA,93 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,100
BUBB ELEMENTARY SCHOOL,525 HANS AV,MOUNTAIN,VIEW,CA,Pass,100
MOUNTAIN MIKE'S PIZZA,1724 MIRAMONTE AV,MOUNTAIN,VIEW,CA,Pass*,86*
HOUSE OF BAGELS OF MOUNTAIN VIEW,1712 MIRAMONTE AV,MOUNTAIN,VIEW,CA,Pass*,83*
HAPPI HOUSE,286 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,95
STARBUCKS COFFEE #5847,809 CUESTA RD,MOUNTAIN,VIEW,CA,Pass*,92*
SUBWAY,809 CUESTA DR,MOUNTAIN,VIEW,CA,Pass*,87*
SUBWAY SANDWICHES #2679,451 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,100
KENTUCKY FRIED CHICKEN #235,696 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,88
PAPA JOHN'S PIZZA,571 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,95*
SPRINGER SCHOOL,1120 ROSE AV,MOUNTAIN,VIEW,CA,Pass,94
GRAHAM MIDDLE SCHOOL,1175 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,100
SUFI COFFEE SHOP,815 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,97
HIMALAYAN KITCHEN,820 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,87
HOTEL AVANTE-BREAKFAST ROOM,860 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,98
PEET'S COFFEE & TEA,1032 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,98
FRANKIE JOHNNY & LUIGI TOO,939 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,100
TACO BELL #024786,950 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,90
DOPPIO ZERO PIZZERIA,160 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,88
GARDEN FRESH,1245 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,86
BERTS' ALIBI BAR,1313 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,98
GRAIN D'OR BAKERY,137 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,89
EL PASO CAFE,1407 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,97
TOMMY THAI,1482 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,83
DOMINO'S PIZZA,1711 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,98
GURU KATSU,1711 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,96
CHIPOTLE MEXICAN GRILL 1611,1039-A EL MONTE AV,MOUNTAIN,VIEW,CA,Pass,95
BAGEL STREET CAFE,1049 EL MONTE AV,MOUNTAIN,VIEW,CA,Pass,98
STARBUCKS COFFEE #618,1037 EL MONTE AV,MOUNTAIN,VIEW,CA,Pass,100
PIZZA MY HEART,1037 EL MONTE AV,MOUNTAIN,VIEW,CA,Pass,98
PANERA BREAD,1035-A EL MONTE AV,MOUNTAIN,VIEW,CA,Pass,92
RESIDENCE INN BY MARRIOTT,1854 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,94*
MCDONALD'S RESTAURANT #1528,952 EL MONTE AV,MOUNTAIN,VIEW,CA,Pass*,94*
THEURKAUF SCHOOL,1625 SAN LUIS AV,MOUNTAIN,VIEW,CA,Pass,94
NAPOLETANA PIZZERIA,1910 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,100
LA CABANA PUPUSERIA & DONUTS,1910 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,92
JENNIFER TAQUERIA,1929 LATHAM ST,MOUNTAIN,VIEW,CA,Pass,91
PANADERIA LA IMPERIAL,1919 LATHAM ST,MOUNTAIN,VIEW,CA,Pass,85
CAFFINO,1947 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,98
TOGO'S EATERY,1955 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,100*
COOKING PAPA,1962 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,83
ISKCON OF SILICON VALLEY,1965 LATHAM ST,MOUNTAIN,VIEW,CA,Pass,91
PASSAGE TO INDIA,1991 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,84
SPORTS PAGE,1431 PLYMOUTH ST,MOUNTAIN,VIEW,CA,Pass,80
VIVE SOL RESTAURANT,2020 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,92
CRITTENDEN SCHOOL,1701 ROCK ST,MOUNTAIN,VIEW,CA,Pass,92
FIVE GUYS BURGERS & FRIES,2098 EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,100
MALDONADO'S PIZZERIA,615 S RENGSTORFF AV,MOUNTAIN,VIEW,CA,Pass,92
CHEVYS FRESH MEX RESTAURANT,2116 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,88
MI PUEBLO #2 TAQUERIA,40 S RENGSTORFF AV,MOUNTAIN,VIEW,CA,Pass,90
AMBER INDIA RESTAURANT,2290 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,81
BEST WESTERN,2300 EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,93
LA BAMBA RESTAURANT,580 N RENGSTORFF AV,MOUNTAIN,VIEW,CA,Pass,65
HAROLD'S RACK O' RIBS,2690 EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,94
MONTE LOMA SCHOOL,460 THOMPSON AV,MOUNTAIN,VIEW,CA,Pass,100
VEGGIE GARDEN,2464 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,91
PEARL CAFE,506A SHOWERS DR,MOUNTAIN,VIEW,CA,Pass,79
LUU NOODLE,520 SHOWERS DR,MOUNTAIN,VIEW,CA,Pass*,86*
LUCKY EXPRESS-SAN ANTONIO,530 SHOWERS DR,MOUNTAIN,VIEW,CA,Pass,94
KRUNG THAI RESTAURANT,590 SHOWERS DR,MOUNTAIN,VIEW,CA,Pass,88
SUSHI 88 & RAMEN,506 SHOWERS DR,MOUNTAIN,VIEW,CA,Pass*,86*
SUBWAY #4968,2500 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,100
PHO AVENUE,2500 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,93
TAQUERIA MARLEN,2530 CALIFORNIA ST,MOUNTAIN,VIEW,CA,Pass*,92*
PANADERIA MARLEN BAKERY,2520 CALIFORNIA ST,MOUNTAIN,VIEW,CA,Pass,77
BAJIS CAFE,2423 OLD MIDDLEFIELD WY,MOUNTAIN,VIEW,CA,Pass,82
CHILI'S RESTAURANT #501,2560 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,95*
THE COUNTER MOUNTAIN VIEW,2580 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,77
SNO ZEN,2101 SHOWERS DR,MOUNTAIN,VIEW,CA,Pass*,94*
AFC SUSHI @ SAFEWAY #2948,645 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,92
COCINA CENTRAL,2590 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,86
NEKTER JUICE BAR,685 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass*,82*
MCDONALD'S #16336-WALMART,600 SHOWERS DR,MOUNTAIN,VIEW,CA,Pass,93
PACIFIC CATCH,545 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,75
PAUL MARTIN'S AMERICAN GRILL,545 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass*,93*
THE VEGGIE GRILL,565 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,84
SAFEWAY #2948 DELI,645 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,93
SAFEWAY #2948 STARBUCKS,645 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass*,100*
SAFEWAY #2948 BAKERY,645 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,95
LA SALSA FRESH MEXICAN GRILL,660 S SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,94
LITTLE CAESARS PIZZA,638 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,98
COLD STONE CREAMERY,636 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,95
JERSEY MIKE'S SUBS,634 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,94
SAVOR MEXICO TAQUERIA,2595 CALIFORNIA ST,MOUNTAIN,VIEW,CA,Pass,98
OH MY SUSHI,2595 CALIFORNIA ST,MOUNTAIN,VIEW,CA,Pass,86
SPROUTS FARMERS MARKET - DELI/BAKERY,630 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass*,90*
HISSHO SUSHI @ SPROUT'S #271,630 SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass,100
MASA'S SUSHI,400 S SAN ANTONIO RD,MOUNTAIN,VIEW,CA,Pass*,94*
CHINA WOK RESTAURANT,2633 CALIFORNIA ST,MOUNTAIN,VIEW,CA,Pass*,90*
7-ELEVEN,2640 CALIFORNIA ST,MOUNTAIN,VIEW,CA,Pass,98
HOTEL ARIA,2700 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,93
EL CHALATECO,825 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,81*
OCHA TEA CAFE & RESTAURANT,1350 GRANT RD,MOUNTAIN,VIEW,CA,Pass*,82*
LOS CHARROS RESTAURANT,89 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,83
LANDELS ELEMENTARY SCHOOL,115 W DANA ST,MOUNTAIN,VIEW,CA,Pass,95
YAM LEAF BISTRO,699 CALDERON AV,MOUNTAIN,VIEW,CA,Pass,70
AMBER CAFE INDIAN BITS & BITES,600 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Conditional Pass*,76*
LA FIESTA RESTAURANT,240 VILLA ST,MOUNTAIN,VIEW,CA,Pass,95
SUSHI TOMI RESTAURANT INC,635 W DANA ST,MOUNTAIN,VIEW,CA,Pass*,88*
SHALALA,698 W DANA ST,MOUNTAIN,VIEW,CA,Pass,84
AMICI'S EAST COAST PIZZERIA,790 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,93
LE BOULANGER-650,650 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,92
THE LIQUID MENU,650 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,96
MEDITERRANEAN GRILL HOUSE,650 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,96
MASA SUSHI JAPAN,650 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,94
BANGKOK SPOON,702 VILLA ST,MOUNTAIN,VIEW,CA,Conditional Pass*,78*
DANA STREET ROASTING CO,744 W DANA ST,MOUNTAIN,VIEW,CA,Pass*,95*
NIJI SUSHI RESTAURANT,743 W DANA ST,MOUNTAIN,VIEW,CA,Pass,81
BIERHAUS,383 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,67*
MOUNTAIN VIEW BEAN SCENE CAFE,500 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,98*
SCRATCH,401 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,90
FIESTA DEL MAR,735 VILLA ST,MOUNTAIN,VIEW,CA,Pass,88
CAFE BAKLAVA,341 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,87
SUBWAY #29747,701 W EVELYN AV,MOUNTAIN,VIEW,CA,Pass,96
GINSENG KOREAN BBQ,475 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,83
POSH BAGEL AT MT VIEW,444 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,96
CASA LUPE MEXICAN RESTAURANT,459 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,98
CHENNAI KINGS,856 W EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass*,83*
MIXX RESTAURANT & BAR,420 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,72
QUEEN HOUSE,273 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,80*
CASCAL,400 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,77
GELATO CLASSICO ITALIAN ICE CREAM,241 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,86
ST. STEPHEN'S GREEN,223 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,94
RED ROCK,201 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,98
CREPEVINE,300 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,87
NEW MONGOLIAN BBQ,304 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,92
RISTORANTE DON GIOVANNI,235 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,85
BUFFALO,292 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,85
HONG KONG BISTRO,147 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,80*
ALEXANDER'S PATISSERIE,209 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,97
PITA BITE,212 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,95
OLYMPUS CAFFE & BAKERY,135 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,96
PARK BALLUCHI,288 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,74
EPHESUS,185 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,90*
HONG KONG CHINESE BAKERY,210 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,93
AMARIN THAI CUISINE #1 INC,174 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,78*
CIJJO RESTAURANT & LOUNGE,246 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,80*
PHO HOA #5,220 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,79
ASIAN BOX,142 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,86
TAQUERIA LOS CHARROS,854 W DANA ST,MOUNTAIN,VIEW,CA,Pass,89
"SHELL SHOCK, INC",124 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,98*
ORENS HUMMUS SHOP,126 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,84*
YUGEN RESTAURANT,152 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,84
BLUE LINE PIZZA,146 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,98
LA FONTAINE RESTAURANT,186 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,80*
SHABUWAY RESTAURANT,180 CASTRO ST,MOUNTAIN,VIEW,CA,Pass*,92*
HANGEN SZECHUAN RESTAURANT,134 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,74
XANH 110,110 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,82
VASO AZZURRO RISTORANTE,108 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,91
TO TO RO,841 VILLA ST,MOUNTAIN,VIEW,CA,Pass,92
PHO TO CHAU,853 VILLA ST,MOUNTAIN,VIEW,CA,Pass,83
VERDE TEA CAFE,852 VILLA ST,MOUNTAIN,VIEW,CA,Pass,77
STEINS BEER GARDEN & RESTAURANT,895 VILLA ST,MOUNTAIN,VIEW,CA,Pass,81
CHEZ T J,938 VILLA ST,MOUNTAIN,VIEW,CA,Pass*,94*
YAKKO JAPANESE RESTAURANT,975 W DANA ST,MOUNTAIN,VIEW,CA,Pass,91
TIED HOUSE CAFE & BREWERY-RESTAURAN,954 VILLA ST,MOUNTAIN,VIEW,CA,Pass,83
TIED HOUSE CAFE & BREWERY-BREWERY,954 VILLA ST,MOUNTAIN,VIEW,CA,Pass,100
CASTRO ELEMENTARY SCHOOL,505 ESCUELA AV,MOUNTAIN,VIEW,CA,Pass,100
MARCHANT BAKERY & KITCHEN,2330 OLD MIDDLEFIELD WY,MOUNTAIN,VIEW,CA,Pass*,94*
Crave Café @ 2025 Garcia,2025 Garcia Av ,Mountain,View,CA,Fail,,,
SYNOPSYS,700 E MIDDLEFIELD RD,MOUNTAIN,VIEW,CA,Pass,98,,
CAMINO MEDICAL CAFETERIA,701 E EL CAMINO REAL ,MOUNTAIN,VIEW,CA,Pass,100,,
SIEMENS CAFE,685 E MIDDLEFIELD RD,MOUNTAIN,VIEW,CA,Pass*,95*,,
STACKS @ SYMANTEC,500 E MIDDLEFIELD RD,MOUNTAIN,VIEW,CA,Pass,83,,
ARAMARK @ SYMANTEC,350 ELLIS ST,MOUNTAIN,VIEW,CA,Pass,89,,
GOOGLE QUAD B1 MK 2ND FLOOR,464 ELLIS ST,MOUNTAIN,VIEW,CA,Pass,94,,
HANGOUT CAFE,468 ELLIS ST,MOUNTAIN,VIEW,CA,Pass,92,"Dec. 9, 2014","Dec. 19, 2014"
GOOGLE QUAD B4- HALF TIME CAFE,389 WHISMAN RD,MOUNTAIN,VIEW,CA,Pass,97,,
7-ELEVEN FOOD STORE #15429,276 N WHISMAN RD,MOUNTAIN,VIEW,CA,Pass,83,,
"ELOQUENT OVEN, THE",475 N WHISMAN RD,MOUNTAIN,VIEW,CA,Pass,100,,
LA COSTENA,235 E MIDDLEFIELD RD,MOUNTAIN,VIEW,CA,Pass,64,,
SUBWAY SANDWICHES #5833,235 E MIDDLEFIELD RD,MOUNTAIN,VIEW,CA,Pass,97,,
SIMPLY ASIAN STREET FOOD,425 N WHISMAN RD,MOUNTAIN,VIEW,CA,Pass,82,,
EXPRESS 7 CHINESE FAST FOOD,225 E MIDDLEFIELD RD,MOUNTAIN,VIEW,CA,Pass,94,,
JOY SUSHI,225 E MIDDLEFIELD RD,MOUNTAIN,VIEW,CA,Pass,86,,
YEW CHUNG INTL SCHOOL OF SILICON VALLEY,310 EASY ST,MOUNTAIN,VIEW,CA,Pass,90
GERMAN INTL SCHOOL OF SILICON VALLEY-CAFETERIA,310 EASY ST,MOUNTAIN,VIEW,CA,Pass,84
RAMADA LIMITED,55 FAIRCHILD DR,MOUNTAIN,VIEW,CA,Pass,87
CAFE TRUX,323 FAIRCHILD DR,MOUNTAIN,VIEW,CA,Pass,98
BARISTA BAR,313 FAIRCHILD DR,MOUNTAIN,VIEW,CA,Pass,97
MARIO'S ITALIANO,861 LEONG DR,MOUNTAIN,VIEW,CA,Pass*,88*
FORTUNA MARKET,889 LEONG DR,MOUNTAIN,VIEW,CA,Pass,87
AGAVE,194 CASTRO ST,MOUNTAIN,VIEW,CA,Pass,98
TAQUERIA 3 HERMANOS,327 MOFFETT BL,MOUNTAIN,VIEW,CA,Pass*,87*
CHEF ZHAO BISTRO,400 MOFFETT BL,MOUNTAIN,VIEW,CA,Pass*,59*
SHANA THAI RESTAURANT,311 MOFFETT BL,MOUNTAIN,VIEW,CA,Pass,84
J L PRODUCE-TAQUERIA,311 MOFFETT BL,MOUNTAIN,VIEW,CA,Pass,89
HAMPTON INN-FOOD,390 MOFFETT BL,MOUNTAIN,VIEW,CA,Pass,95
LOS PORTALES,430 MOFFETT BL,MOUNTAIN,VIEW,CA,Pass,95
JACK IN THE BOX #3425,510 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,92
ROUND TABLE PIZZA #12,570 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,98
SAFEWAY #705-BAKERY,570 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,97
SAFEWAY #705-DELI,570 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,97
SAFEWAY #705 - STARBUCKS,570 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,100
AFC SUSHI @ SAFEWAY #705,570 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,100
TERA BELLA COMMUNITY SCHOOL,1012 LINDA VISTA AV,MOUNTAIN,VIEW,CA,Pass,90
TACO BELL #028836,975 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass*,98*
FIESTA DEL MAR,1005 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,83
STEVENSON ELEMENTARY SCHOOL,750-B SAN PIERRE WY,MOUNTAIN,VIEW,CA,Pass,94
COFFEE EXPERIENCE @ 1345 SHOREBIRD,1345 SHOREBIRD AV,MOUNTAIN,VIEW,CA,Pass,100
GOOGLE HUB @ 1201 CHARLESTON,1201 CHARLESTON RD,MOUNTAIN,VIEW,CA,Pass,89
KITCHENSYNC CAFE,1365 SHOREBIRD AV,MOUNTAIN,VIEW,CA,Pass,97
CLOUD CAFE @COMPUTER HIST MUSEUM,1401 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass*,97*
7-ELEVEN STORE #33660,1380 PEAR AV,MOUNTAIN,VIEW,CA,Pass,100
TOGO'S EATERY,1400 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,94
SUBWAY SANDWICHES & SALADS #7969,1477 PLYMOUTH ST,MOUNTAIN,VIEW,CA,Pass*,95*
HON SUSHI,1477 PLYMOUTH ST,MOUNTAIN,VIEW,CA,Pass,89
COUNTRY DELI THE,1674 N SHORELINE BL,MOUNTAIN,VIEW,CA,Pass,82
LUNCH BOX CAFE @ 1500 CRITTENDEN LN,1500 CRITTENDEN LN,MOUNTAIN,VIEW,CA,Pass,90
BETA C,1200 CRITTENDEN LN,MOUNTAIN,VIEW,CA,Pass,98
