Facility Name,address,city,state,zip,pass fail,score
STAN'S DONUTS LLC,2628 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,98*
TAICHI POT,2640 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,92*
MADHU'S DASAPRAKASH,2636 HOMESTEAD RD,SANTA,CLARA,CA,Pass,81
MAIN ST BAGEL #7,2638 HOMESTEAD RD,SANTA,CLARA,CA,Pass,86
DONA MARIA,2605 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,90*
SARAH'S CAFE & BEV,2635 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,85*
SPROUTS FARMERS MARKET - DELI,2060 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,84*
TANI COOKING CLASS,5259 STEVENS CREEK BL,SANTA,CLARA,CA,Pass*,96*
PORTUGUESE BAKERY,2082 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,88
"WESTMONT, THE",1675 SCOTT BL,SANTA,CLARA,CA,Pass,98
SAFEWAY #700 DELI,2760 HOMESTEAD RD,SANTA,CLARA,CA,Pass,92
SAFEWAY #700 BAKERY,2760 HOMESTEAD RD,SANTA,CLARA,CA,Pass,81
SAFEWAY #700,2760 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,87*
GO GO PHO,5025 STEVENS CREEK BL,SANTA,CLARA,CA,Pass*,79*
CHINA STIX #2,2110 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,81
CAFFINO #26,2790 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,78*
COOKING PAPA,2830 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,80*
STUFT PIZZA,2898 HOMESTEAD RD,SANTA,CLARA,CA,Pass,90
SWEET HOUSE,5075 STEVENS CREEK BL,SANTA,CLARA,CA,Pass*,90*
MAMA CHEF'S HOUSE INC,5075 STEVENS CREEK BL,SANTA,CLARA,CA,Pass,86
ERIK'S DELI CAFE,830 KIELY BL,SANTA,CLARA,CA,Pass,86
DWIGHT D EISENHOWER SCHOOL,277 RODONOVAN DR,SANTA,CLARA,CA,Pass*,100*
FREEDOM BURRITO,5239 STEVENS CREEK BL,SANTA,CLARA,CA,Pass,94
PHO ANH DAO BISTRO,5223 STEVENS CREEK BL,SANTA,CLARA,CA,Pass*,82*
METRO PIZZA AND MORE,5229 STEVENS CREEK BL,SANTA,CLARA,CA,Pass,90
HOUSE OF BAGELS,5231 STEVENS CREEK BL,SANTA,CLARA,CA,Pass*,91*
COOKIES BY DESIGN,5253 STEVENS CREEK BL,SANTA,CLARA,CA,Pass,100
JOHN SUTTER SCHOOL,3200 FORBES AV,SANTA,CLARA,CA,Pass*,98*
PHO THANH LONG RESTAURANT,2450 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,65
TOBANG CAFE & DELI,1052 KIELY BL,SANTA,CLARA,CA,Pass*,79*
MARIANI'S RESTAURANT,2500 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,89
SPRING KOREAN BBQ,1062 KIELY BL,SANTA,CLARA,CA,Pass*,87*
GANESHA INDIAN CUISINE,1074 KIELY BL,SANTA,CLARA,CA,Pass,89
EWHA DANG,1076 KIELY BL,SANTA,CLARA,CA,Pass,93
KUNJIP,1066 KIELY BL,SANTA,CLARA,CA,Conditional Pass,66
CHINA CHINA,2570 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,58*
SAVE MART SUPERMARKETS #208-BAKERY,2610 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,80
AMF MOONLITE LANES,2780 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,81
INTERNATIONAL HOUSE OF PANCAKES,5403 STEVENS CREEK BL,SANTA,CLARA,CA,Pass,79
HOMETOWN BUFFET #807,2670 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,84
SHINDOKDO,2690 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,85*
PIZZA HUT #281004,2695 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,94
MONTICELLO ACADEMY,3345 LOCHINVAR AV,SANTA,CLARA,CA,Pass,93
SANTA CLARA HIGH SCHOOL-CAFETERIA,3000 BENTON ST,SANTA,CLARA,CA,Pass*,93*
ORENCHI,3540 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,87*
HANA SUSHI TO GO,2725 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,73*
BENG NYUN SON NIM,2725 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,98*
ARIRANG MUSIC STUDIO,2725 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,98
JAVA TOWN,2792 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,85
YP KOREAN CUISINE,2777 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,81
SHABUWAY SANTA CLARA,2783 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,78*
HONEYBERRY,2785 W EL CAMINO REAL ,SANTA,CLARA,CA,Pass,68
SUSHI O SUSHI,2789 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,86
STRATFORD SCHOOL,890 POMEROY AV,SANTA,CLARA,CA,Pass,92
TOUS LES JOURS,3535 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,81*
ORCHARD CAFE @ KAISER SANTA CLARA,700 LAWRENCE EX,SANTA,CLARA,CA,Pass,95
CHERRY SUSHI,2910 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,90
COURTYARD CAFE @ KAISER SANTA CLARA,710 LAWRENCE EX,SANTA,CLARA,CA,Pass,84
MCDONALD'S RESTAURANT #5672,3509 HOMESTEAD RD,SANTA,CLARA,CA,Pass,96
KABOB HOUSE,2915 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,90*
CABRILLO MIDDLE SCHOOL,2550 CABRILLO AV,SANTA,CLARA,CA,Pass*,92*
SUBWAY SANDWICHES #23359,3586 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,95*
BASKIN ROBBINS,3591 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,93*
PARADISE BIRYANI POINTE,2961 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,92
SEOUL GOM TANG,3028 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,77*
SUPER KYO-PO MARKET - DELI,3521 HOMESTEAD RD,SANTA,CLARA,CA,Conditional Pass*,67*
KING'S PORK FEET,3521 HOMESTEAD RD,SANTA,CLARA,CA,Pass,77
SUN CORNER HOUSE,3521 HOMESTEAD RD,SANTA,CLARA,CA,Pass,73
ZAZANG,3006 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,75*
AMERICAN LEGION POST 564,2120 WALSH AV,SANTA,CLARA,CA,Pass,95
JX CUISINE,3581 HOMESTEAD RD,SANTA,CLARA,CA,Pass,90
BOWERS SCHOOL,2755 BARKLEY AV,SANTA,CLARA,CA,Pass*,96*
CHEERS CAFE,3080 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,91
OBOK RESTAURANT,3072 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,94
JANGMOZIEP BBQ,3148 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,77
POMEROY SCHOOL,1250 POMEROY AV,SANTA,CLARA,CA,Pass,100
REAL ICE CREAM,3077 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,90
GARLIC,3099 EL CAMINO REAL ,SANTA,CLARA,CA,Conditional Pass*,44*
PANI PURI COMPANY,3157 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,92*
SPREADZ,2348 WALSH AV,SANTA,CLARA,CA,Pass,95
CHUNGDAM RESTAURANT,3180 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,81
HAPPY SUSHI,3212 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,94
VILLA SERENA,1340 POMEROY AV,SANTA,CLARA,CA,Pass,94
SHU'S KOREAN RESTAURANT,3258 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,64
TONG SOON GARDEN,3240 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,75
DAE BAK,3284 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,92*
SIDE DISH CORNER,3278 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,80
YEWON RICE BAKERY,1591 POMERY AV,SANTA,CLARA,CA,Pass*,86*
ARAMARK @ NVIDIA,2701 SAN TOMAS EX,SANTA,CLARA,CA,Pass*,93*
ST JUSTIN PARISH COMMUNITY,2655 HOMESTEAD RD,SANTA,CLARA,CA,Pass*,100*
JACK IN THE BOX #401,3367 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,90
EL CAMINO MONGOLIAN BBQ,3380 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,83
SECRET GARDEN RESTAURANT,3430 EL CAMINO REAL ,SANTA,CLARA,CA,Conditional Pass*,70*
CRAB HOUSE,3395 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,95
RENAISSANCE CAFE,3422 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,88*
JUJU BEE,3438 EL CAMINO REAL ,SANTA,CLARA,CA,Conditional Pass*,60*
SO GONG DONG TOFU HOUSE,3450 EL CAMINO REAL AV,SANTA,CLARA,CA,Pass,82
EN JAPANESE TAPAS,3450 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,80
TRUYA SUSHI,3431 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,83*
ORIENTAL SIDEDISH CATERING,3443 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,89*
DOMINO'S PIZZA-3207,3207 CABRILLO AV,SANTA,CLARA,CA,Pass,94
HONEY BERRY,3488 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,74
PHO HOA,3484 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,70*
ROLL HOUSE,3486 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,86
CHINA WAY RESTAURANT,3475 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,81
BRIARWOOD SCHOOL,1930 TOWNSEND AV,SANTA,CLARA,CA,Pass*,92*
BRACHER SCHOOL,2700 CHROMITE ,SANTA,CLARA,CA,Pass*,100*
CHOIS KOREAN RESTAURANT,3530 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,72*
CHEON JOO YOUNG-YANG DOLSOT,3519 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,68
LAURELWOOD SCHOOL,955 TEAL DR,SANTA,CLARA,CA,Pass,100
CAFE MILAN,3561 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,86
BBQ TOWNS,3561 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,93*
SEOUL JUNG,3561 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,87*
COCORO SUSHI,3561 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,84
JANG SU JANG,3561 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,76
CHILI'S BAR & GRILL #69,3591 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,81
GALLERIA FOOD COURT,3531 E EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,82*
KAHOO EL CAMINO,3590 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,56
KING NOODLE - LAWRENCE SQUARE,3577 EL CAMINO REAL ,SANTA,CLARA,CA,Conditional Pass*,66*
SANRAJ INDIA CUISINE,3650 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,79
BOMBAY GARDEN,3701 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,77*
BEIJING RESTAURANT,1460 HALFORD AV,SANTA,CLARA,CA,Pass*,82*
OHGANE,1484 HALFORD AV,SANTA,CLARA,CA,Pass,90
DENNY'S RESTAURANT,3715 EL CAMINO REAL ,SANTA,CLARA,CA,Pass*,86*
BAKER'S VILLAGE,1488 HALFORD AV,SANTA,CLARA,CA,Pass,67
BURGER KING #1673,3750 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,98
SANTA CLARA UNIFIED SCHOOL DIST,1889 LAWRENCE RD,SANTA,CLARA,CA,Pass*,100*
ST LAWRENCE CATHOLIC CHURCH,1971 ST LAWRENCE DR,SANTA,CLARA,CA,Pass*,82*
FISH MARKET THE,3775 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,89
RANGOLI INDIAN RESTAURANT,1584 HALFORD AV,SANTA,CLARA,CA,Pass,54
CITY BEACH VOLLEYBALL,2911 MEAD AV,SANTA,CLARA,CA,Pass*,96*
THAI CHILI CUISINE,1550 HALFORD AV,SANTA,CLARA,CA,Pass,86
SKY HIGH SPORTS SANTA CLARA OPERATIONS LLC,2880 MEAD AV,SANTA,CLARA,CA,Pass,100
PUMP IT UP,2919 MEAD AV,SANTA,CLARA,CA,Pass,100
CREEKSIDE CAFE- (WILCOX HIGH HOME ECONOMICS),3250 MONROE ST,SANTA,CLARA,CA,Pass,90
ADRIAN C WILCOX HIGH SCHOOL,3250 MONROE ST,SANTA,CLARA,CA,Pass*,100*
MOONSHINE CAFE,3216 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,95
RADHE CHAAT,3402 EL CAMINO REAL ,SANTA,CLARA,CA,Conditional Pass*,60*
WINGSTOP,2821 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,95
SUBWAY #46692,2799 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,100
LEE'S KITCHEN,2767 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,64
PIZZ'A CHICAGO,1576 HALFORD AV,SANTA,CLARA,CA,Pass,90
CARL'S JR #161-7029,2900 BOWERS AV,SANTA,CLARA,CA,Pass,100
KIFER DELI,2855 KIFER RD,SANTA,CLARA,CA,Pass,88
SABOR SALVADORENO,2045 WHITE OAK LN,SANTA,CLARA,CA,Pass,74
EUREST @ QUALCOMM,3165 KIFER RD,SANTA,CLARA,CA,Pass,98
AFFYMETRIX,3420 CENTRAL EX,SANTA,CLARA,CA,Pass,100
TASTE RESTAURANT NIGHT CLUB,2909 LAKESIDE DR,SANTA,CLARA,CA,Pass*,72*
XENOPORT,3410 CENTRAL EX,SANTA,CLARA,CA,Pass,92
BACK A YARD CATERING CO.,3537 KIFER RD,SANTA,CLARA,CA,Pass*,90*
CULINART @ TEXAS INSTRUMENT,3833 KIFER RD,SANTA,CLARA,CA,Pass*,91*
BUCHSER JR HIGH SCHOOL,1111 BELLOMY ST,SANTA,CLARA,CA,Pass,95
NEW VALLEY HIGH SCHOOL,1875 LAWRENCE EX,SANTA,CLARA,CA,Pass*,100*
HEARTBEAT CAFE,3200 LAKESIDE DR,SANTA,CLARA,CA,Pass,93
Sizzler Restaurant,2855 Augustine Dr,Santa,Clara,CA,Fail,
THE HABIT BURGER GRILL,2000 EL CAMINO REAL ,SANTA,CLARA,CA,Pass,85
ROYAL GARDEN CHINESE RESTAURANT,3170 DE LA CRUZ BL,SANTA,CLARA,CA,Pass,51
IT'S LUNCH TIME,3205 EDWARD AV,SANTA,CLARA,CA,Pass,96
TOGO'S,3194 DE LA CRUZ BL,SANTA,CLARA,CA,Pass,81
BLOOM CATERING,3233 DE LA CRUZ BL,SANTA,CLARA,CA,Pass*,85*
BIG ED'S BUZZARD BBQ,807 ALDO AV,SANTA,CLARA,CA,Pass,95,,
ATHENA GRILL GA LLC,1505 SPACE PARK DR,SANTA,CLARA,CA,Pass,95,,
HOLY LAND RESTAURANT & CATERING,807 ALDO AV,SANTA,CLARA,CA,Pass,84,,
CRISTINA MARTINEZ COMMONS,3520 DE LA CRUZ BL,SANTA,CLARA,CA,Pass,96,"Oct. 17, 2014","Oct. 17, 2014"
A & Z CATERING,1795 SPACE PARK DR,SANTA,CLARA,CA,Pass*,100*,,
VESPA RESTAURANT,890 ALDO AV,SANTA,CLARA,CA,Pass,87,,
CRESCENT CUISINE,3003 SCOTT BL,SANTA,CLARA,CA,Pass,85,,
PHO VAN RESTAURANT,1555 LAURELWOOD RD,SANTA,CLARA,CA,Pass,79,,
MONTAGUE SCHOOL,750 LAURIE AV,SANTA,CLARA,CA,Pass,88,,
BAMBOO LEAF VIETNAMESE CUISINE,3074 SCOTT BL,SANTA,CLARA,CA,Pass,96,,
ARAMARK,3101 SCOTT BL,SANTA,CLARA,CA,Pass,94,,
LHCF - VALLEY HOUSE CARE CENTER,991 CLYDE AV,SANTA,CLARA,CA,Pass,88,,
7-ELEVEN STORE 2234-14243C,3777 LAFAYETTE ST,SANTA,CLARA,CA,Pass,90,,
HOPS BAR,2151 LAURELWOOD RD,SANTA,CLARA,CA,Pass,95,,
BILTMORE HOTEL-SUITES REST,2151 LAURELWOOD RD,SANTA,CLARA,CA,Pass,83,,
BON APPETIT @ ORACLE SANTA CLARA,4230 NETWORK CL,SANTA,CLARA,CA,Pass,66,,
CHIPOTLE MEXICAN GRILL #2149,3952 RIVERMARK PY,SANTA,CLARA,CA,Conditional Pass*,75*
AFC SUSHI @ SAFEWAY #1990,3970 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,100
NEW CAMAU RESTAURANT,3775 LAFAYETTE ST,SANTA,CLARA,CA,Pass,85
FANTASIA TEA CAFE,3969 RIVERMARK PLZ,SANTA,CLARA,CA,Pass*,84*
HYATT HOUSE,3915 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,90
PROLIFIC OVEN BAKERY,3938 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,87
YAN CAN ASIAN BISTRO,3927 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,78
JAMBA JUICE #486,3942 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,88
STARBUCKS COFFEE BAR,3970 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,97
PEET'S COFFEE #245,3932 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,85
SAFEWAY DELI,3970 RIVERMARK PLZ,SANTA,CLARA,CA,Pass*,80*
SAFEWAY BAKERY,3970 RIVERMARK PLZ,SANTA,CLARA,CA,Pass*,90*
YOYO SUSHI BAR & GRILL,3958 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,74
PIATTI RESTAURANTS,3905 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,96
PREMIER PIZZA,3944 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,89
RED ROBIN BURGER & SPIRITS EMPORIUM,3906 RIVERMARK PLZ,SANTA,CLARA,CA,Pass,79
LUNCHSTOP-SILICONIX,2201 LAURELWOOD RD,SANTA,CLARA,CA,Pass,85
BON APPETIT @ INTEL SC2 CAFE,3065 BOWERS AV,SANTA,CLARA,CA,Pass,95
LUNCHBLOX CAFE @ INFOBLOX,3111 CORONADO DR,SANTA,CLARA,CA,Pass*,100*
GUCKENHEIMER@INTELRNB,2200 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,80
GUCKENHEIMER@INTEL SC12,3600 JULIETTE DR,SANTA,CLARA,CA,Pass,70
MEZBAAN INDIAN RESTAURANT,3939 RIVERMARK VILLAGE ,SANTA,CLARA,CA,Pass,84
GREAT INDIAN CUISINE,2026 AGNEW RD,SANTA,CLARA,CA,Pass,81
ARAMARK,3090 BOWERS AV,SANTA,CLARA,CA,Pass*,91*
MISSION BLVD CAFE @ GENERAL DYNAMICS,2305 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,75
PEDRO'S RESTAURANT @ 3935,3935 FREEDOM CL,SANTA,CLARA,CA,Pass,80
SPECIALTY'S BAKERY & CAFE,3399 BOWERS AV,SANTA,CLARA,CA,Pass,90
BIRK'S RESTAURANT-MCCANDLESS,3955 FREEDOM CL,SANTA,CLARA,CA,Pass,84
MCDONALD'S SANTA CLARA/BOWERS,2850 AUGUSTINE DR,SANTA,CLARA,CA,Pass*,93*
ARAMARK AT BROADCOM MISSION COLLEGE,2451 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,75
JACK IN THE BOX #4388,2845 AUGUSTINE DR,SANTA,CLARA,CA,Pass,87
GA-133 CHURRO FACTORY,2401 AGNEW RD,SANTA,CLARA,CA,Pass*,98*
GA 3008 PAVILION KITCHEN,2401 AGNEW RD,SANTA,CLARA,CA,Pass*,96*
SIZZLER RESTAURANT,2855 AUGUSTINE DR,SANTA,CLARA,CA,Pass,95
EMBASSY SUITES RESTAURANT,2885 LAKESIDE DR,SANTA,CLARA,CA,Pass*,100*
CHARACTERS SPORTS BAR,2700 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,97
MISSION ROCK CAFE - EMPLOYEE KITCHEN,2700 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,87
PARCEL 104,2700 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,89
EL TORITO RESTAURANT #7060,2950 LAKESIDE DR,SANTA,CLARA,CA,Pass,92
SODEXO @ EMC SANTA CLARA CAFE,2831 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass*,96*
BENNIGAN'S,4150 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,74
IHOP,4200 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,82
THE PLAZA SUITES,3100 LAKESIDE DR,SANTA,CLARA,CA,Pass,90
YOYO SUSHI,3147 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,86
VILLA MARKET,4300 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,98
AMC MERCADO 20 THEATRES,3111 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass*,82*
IGUANAS BURRITOZILLA,4300 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,92
FALAFEL CAFE,4300 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,80
AMARIN THAI CUISINE,4300 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,65
SUSHI EXPRESS,4300 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,89
PIZZA MY HEART,4300 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,97
DONUT DEN,4300 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,92
TOGO'S GREAT AMERICA,4300 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,88
WM CAFE,3000 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass*,79*
KRISPY KREME,3133 MISSION COLLEGE ,SANTA,CLARA,CA,Pass,94
MISSION BISTRO,3000 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass*,100*
TOMATINA,3127 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,85
HUGHES SCHOOL,4949 CALLE DE ESCUELA ,SANTA,CLARA,CA,Pass,92
WORLD WRAPPS,3125 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,69
MEXICALI GRILL,3149 MISSION COLLEGE BL,SANTA,CLARA,CA,Pass,62
ABBOTT HEMATOLOGY,4551 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,90
HARVEST PROPERTIES,4557 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,92
BUTTER & ZEUS,2213 TASMAN DR,SANTA,CLARA,CA,Pass*,88*
TOGO'S EATERY,2203 TASMAN DR,SANTA,CLARA,CA,Pass*,89*
MIKAYLA'S CAFE,2209 TASMAN DR,SANTA,CLARA,CA,Pass*,77*
PHO KHANG,2207 TASMAN DR,SANTA,CLARA,CA,Pass,80
BISTRO SIAM,2211 TASMAN DR,SANTA,CLARA,CA,Pass,86
CARL'S JR,2221 TASMAN DR,SANTA,CLARA,CA,Pass*,93*
DOÑA MARIA MEXICAN RESTAURANT,2215 TASMAN DR,SANTA,CLARA,CA,Pass,87
LEVI STADIUM - MAIN COMMISSARY KITCHEN,4900 MARIE P DEBARTOLO WY,SANTA,CLARA,CA,Pass*,92*
MICHAEL MINA'S TAILGATE,4900 MARIE P DEBARTOLO WY,SANTA,CLARA,CA,Pass*,71*
MICHAEL MINA'S PUB,4900 MARIE P DEBARTOLO WY,SANTA,CLARA,CA,Pass*,97*
BAR 7328 - LEVEL 700 / AREA 61,4900 MARIE P DEBARTOLO WY,SANTA,CLARA,CA,Pass*,92*
STAND 7313- LEVEL 700 / AREA 69,4900 MARIE P DEBARTOLO WY,SANTA,CLARA,CA,Pass*,90*
STAND 7315- LEVEL 700 / AREA 71,4900 MARIE P DEBARTOLO WY,SANTA,CLARA,CA,Pass*,91*
STAND 7319- LEVEL 700 / AREA 72,4900 MARIE P DEBARTOLO WY,SANTA,CLARA,CA,Pass*,82*
STAND 7325- LEVEL 700 / AREA 73,4900 MARIE P DEBARTOLO WY,SANTA,CLARA,CA,Pass*,90*
DAVID'S REST-SC GOLF & TENNIS,5151 STARS AND STRIPES DR,SANTA,CLARA,CA,Pass,95
DAVID'S OF SANTA CLARA,5131 STARS AND STRIPES DR,SANTA,CLARA,CA,Pass,92
HILTON SANTA CLARA,4949 GREAT AMERICA PY,SANTA,CLARA,CA,Conditional Pass*,71*
ARAMARK-CONVENTION CENTER KITCHEN,5001 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,90
SANTA CLARA CONVENTION CTR-BALLROOM,5001 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,92
CITRIX CAFE,4988 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,100
HYATT REGENCY- SC-TRESCA RESTAURANT,5101 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,85
TRUYA SUSHI,5101 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,87
SILICON VALLEY BANK,3005 TASMAN DR,SANTA,CLARA,CA,Pass,97
TACO BELL,5350 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,98
JOE CHINESE FAST FOOD,5350 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,90
BAWARCHI,5350 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,68
BON APPETIT AT FILE MAKER,5201 PATRICK HENRY DR,SANTA,CLARA,CA,Pass,97
ARAMARK @ ARISTA,5453 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,78
ARAMARK @ STADIUM TECH CENTER,5470 GREAT AMERICA PY,SANTA,CLARA,CA,Pass,82
MARVELL CAFE - BLDG 1,5488 MARVELL LN,SANTA,CLARA,CA,Pass,84
MARVELL COFFEE BAR - BLDG 1,5488 MARVELL LN,SANTA,CLARA,CA,Pass,98
IMAGINE @ MARVELL BLDG 6 CAFE,5488 MARVELL LN,SANTA,CLARA,CA,Pass,96
YEGANEH BAKERY & CAFE,3275 STEVENS CREEK BL,SANTA,CLARA,CA,Pass,95
MARSHALL LANE ELEMENTARY SCHOOL,14114 MARILYN LN,SARATOGA,CA,95070,Pass,97
SARATOGA RETIREMENT COMMUNITY-INDEPENDENT LIVING KITCHEN,14500 FRUITVALE AV,SARATOGA,CA,95070,Pass,93
WM CAFE,14000 FRUITVALE AV,SARATOGA,CA,95070,Pass*,96*
MCDONALD'S,18578 PROSPECT RD,SARATOGA,CA,95070,Pass,93
ROUND TABLE PIZZA #19,18482 PROSPECT RD,SARATOGA,CA,95070,Pass,70
LA CUEVA MEX GRILL,18486 PROSPECT RD,SARATOGA,CA,95070,Pass,78
ROJOZ,18562 PROSPECT RD,SARATOGA,CA,95070,Pass,60
TOGO'S EATERY,18574 PROSPECT RD,SARATOGA,CA,95070,Pass,90
TRIPLE SEVEN PIZZERIA,18572 PROSPECT RD,SARATOGA,CA,95070,Pass*,86*
REDWOOD JR HIGH SCHOOL,19710 ALLENDALE AV,SARATOGA,CA,95070,Pass,100
SAINT ANDREW'S EPISCOPAL SCHOOL,13601 SARATOGA AV,SARATOGA,CA,95070,Pass,100
LHCF - OUR LADY OF FATIMA VILLA,20400 SARATOGA LOS GATOS RD,SARATOGA,CA,95070,Pass*,100*
PROSPECT HIGH SCHOOL,18900 PROSPECT RD,SARATOGA,CA,95070,Pass,98
SACRED HEART PARISH,13716 SARATOGA AV,SARATOGA,CA,95070,Pass,98
VILLA MONTALVO ARBORETUM,15400 MONTALVO RD,SARATOGA,CA,95070,Pass,90
